SiO2med,Al2O3med,Fe2O3Tmed,MnOmed,CaOmed,MgOmed,K2Omed,Na2Omed,TiO2med,P2O5Tmed,LOImed,SiO2mean,Al2O3mean,Fe2O3Tmean,MnOmean,CaOmean,MgOmean,K2Omean,Na2Omean,TiO2mean,P2O5Tmean,LOImean,Basin_ID,RiverNames,TSS_Mt_a,fSiO2,fAl2O3,fFe2O3T,fMnO,fCaO,fMgO,fK2O,fNa2O,fTiO2,fP2O5_tot,fLOI
67.62,15.03,5.74,0.04,0.72,1.62,2.75,1.13,0.69,0.11,4.4,67.62,15.03,5.74,0.04,0.72,1.62,2.75,1.13,0.69,0.11,4.4,4054,Lanyang,6.5,4.3953,0.97695,0.3731,0.0026,0.0468,0.1053,0.17875,0.07345,0.04485,0.00715,0.286
67.42,14.62,5.25,0.07,1.28,1.63,2.89,1.37,0.66,0.11,4.5,67.42,14.62,5.25,0.07,1.28,1.63,2.89,1.37,0.66,0.11,4.5,4055,Dazhu,0,0,0,0,0,0,0,0,0,0,0,0
69.63,13.1,4.62,0.06,2.13,1.6,2.39,1.53,0.55,0.1,4.1,69.63,13.1,4.62,0.06,2.13,1.6,2.39,1.53,0.55,0.1,4.1,4056,Beinan,0,0,0,0,0,0,0,0,0,0,0,0
66.71,11.02,4.61,0.08,5.81,2.7,1.3,1.75,0.81,0.11,4.9,66.71,11.02,4.61,0.08,5.81,2.7,1.3,1.75,0.81,0.11,4.9,4057,Xiuguluan,0,0,0,0,0,0,0,0,0,0,0,0
68.17,8.72,3.45,0.08,7.24,1.74,1.5,1.39,0.53,0.09,7,68.17,8.72,3.45,0.08,7.24,1.74,1.5,1.39,0.53,0.09,7,4058,Hualian,0,0,0,0,0,0,0,0,0,0,0,0
67.49,12.16,5.14,0.09,3.57,1.68,2.16,1.92,0.66,0.12,4.9,67.49,12.16,5.14,0.09,3.57,1.68,2.16,1.92,0.66,0.12,4.9,4059,Heping,0,0,0,0,0,0,0,0,0,0,0,0
68.3,9.51,3.42,0.08,6.36,1.65,1.61,1.74,0.49,0.11,6.6,68.3,9.51,3.42,0.08,6.36,1.65,1.61,1.74,0.49,0.11,6.6,4060,Liwu,0,0,0,0,0,0,0,0,0,0,0,0
50.12,7.83,2.85,0.07,18.1,1.93,1.26,1.32,0.45,0.07,15.9,50.12,7.83,2.85,0.07,18.1,1.93,1.26,1.32,0.45,0.07,15.9,4061,Shoufeng,0,0,0,0,0,0,0,0,0,0,0,0
68.55,12.88,5.1,0.07,1.95,3.14,1.93,1.83,0.8,0.08,3.5,68.55,12.88,5.1,0.07,1.95,3.14,1.93,1.83,0.8,0.08,3.5,4062,Hongye,0,0,0,0,0,0,0,0,0,0,0,0
77.56,8.68,3.36,0.06,1.91,2.08,1.05,1.66,0.4,0.07,3,77.56,8.68,3.36,0.06,1.91,2.08,1.05,1.66,0.4,0.07,3,4063,Baliwan,0,0,0,0,0,0,0,0,0,0,0,0
56.27,16.63,5.24,0.1,7.71,5.1,0.6,2.9,0.38,0.05,4.8,56.27,16.63,5.24,0.1,7.71,5.1,0.6,2.9,0.38,0.05,4.8,4064,Gaoliao,0,0,0,0,0,0,0,0,0,0,0,0
58.46,17.2,3.84,0.06,6.86,3.95,0.55,3.17,0.34,0.06,5.4,58.46,17.2,3.84,0.06,6.86,3.95,0.55,3.17,0.34,0.06,5.4,4065,Jiu'an,0,0,0,0,0,0,0,0,0,0,0,0
47.24,11.64,20.64,0.29,5.85,7.36,1.01,1.16,1.65,0.26,2.5,47.24,11.64,20.64,0.29,5.85,7.36,1.01,1.16,1.65,0.26,2.5,4066,Sanzhi,0,0,0,0,0,0,0,0,0,0,0,0
66.71,10.43,4.1,0.1,6.95,1.98,1.62,1.89,0.78,0.114638945,5,66.71,10.43,4.1,0.1,6.95,1.98,1.62,1.89,0.78,0.114638945,5,4067,Indus,10,6.671,1.043,0.41,0.01,0.695,0.198,0.162,0.189,0.078,0.0114638945,0.5
76.1,11.79,2.06,0.05,0.46,0.46,4.32,1.19,0.33,NaN,3,76.1,11.79,2.06,0.05,0.46,0.46,4.32,1.19,0.33,NaN,3,4068,Ou,0,0,0,0,0,0,0,0,0,0,NaN,0
75.32,10.99,3.13,0.07,0.83,0.5,4.43,1.1,0.44,NaN,2.9,75.32,10.99,3.13,0.07,0.83,0.5,4.43,1.1,0.44,NaN,2.9,4069,Mulan,0,0,0,0,0,0,0,0,0,0,NaN,0
84.08,7.43,1.7,0.05,0.21,0.15,3.56,0.49,0.32,NaN,1.8,84.08,7.43,1.7,0.05,0.21,0.15,3.56,0.49,0.32,NaN,1.8,4070,Jiulong,0,0,0,0,0,0,0,0,0,0,NaN,0
90.52,4.28,1.15,0.03,0.08,0.07,2.32,0.25,0.22,NaN,0.9,90.52,4.28,1.15,0.03,0.08,0.07,2.32,0.25,0.22,NaN,0.9,4071,Han,10,9.052,0.428,0.115,0.003,0.008,0.007,0.232,0.025,0.022,NaN,0.09
48.62,14.23,8.69,0.175,5.245,3.375,1.535,1.065,1.23,0.18,15.25,48.62,14.23,8.69,0.175,5.245,3.375,1.535,1.065,1.23,0.18,15.25,5001,Limpopo,6,2.9172,0.8538,0.5214,0.0105,0.3147,0.2025,0.0921,0.0639,0.0738,0.0108,0.915
51.35,10.41,10.33,0.16,3.78,2.6,0.82,0.81,2.45,0.1116028395,16.5,51.35,10.41,10.33,0.16,3.78,2.6,0.82,0.81,2.45,0.1116028395,16.5,5002,Zambezi,9,4.6215,0.9369,0.9297,0.0144,0.3402,0.234,0.0738,0.0729,0.2205,0.010044255555,1.485
55.85,14.85,8.23,0.11,2.36,3.01,2.97,1.46,1.23,0.18,6.5,55.85,14.85,8.23,0.11,2.36,3.01,2.97,1.46,1.23,0.18,6.5,5003,Orange,17,9.4945,2.5245,1.3991,0.0187,0.4012,0.5117,0.5049,0.2482,0.2091,0.0306,1.105
45.46,15.7,7.68,0.18,7.39,4.06,3.42,1.79,1.49,0.3,12,45.46,15.7,7.68,0.18,7.39,4.06,3.42,1.79,1.49,0.3,12,5004,Swakop,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.21,15.82,6.92,0.12,6.52,3.74,3.33,0.9,0.69,0.2,15.3,46.21,15.82,6.92,0.12,6.52,3.74,3.33,0.9,0.69,0.2,15.3,5005,Ugab,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.24,16.37,9.47,0.17,4.32,4.52,3.11,0.77,0.8,0.27,13.7,46.24,16.37,9.47,0.17,4.32,4.52,3.11,0.77,0.8,0.27,13.7,5006,Okavango,0,0,0,0,0,0,0,0,0,0,0,0
45.92,13.41,10.26,0.175,5.955,4.415,1.95,1.27,0.98,0.28,16,45.92,13.41,10.26,0.175,5.955,4.415,1.95,1.27,0.98,0.28,16,5007,Koigab,0,0,0,0,0,0,0,0,0,0,0,0
47.41,17.96,7.67,0.09,1.64,4.18,2.95,0.35,0.57,0.13,15.4,47.41,17.96,7.67,0.09,1.64,4.18,2.95,0.35,0.57,0.13,15.4,5008,Omaruru,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.05,15.14,8.77,0.15,4.54,4,3.44,1.75,1.23,0.15,NaN,52.05,15.14,8.77,0.15,4.54,4,3.44,1.75,1.23,0.15,NaN,5009,Hoanib,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54.56,15.59,6.67,0.08,4.06,3.58,3.64,2.03,0.95,0.14,NaN,54.56,15.59,6.67,0.08,4.06,3.58,3.64,2.03,0.95,0.14,NaN,5010,Hoarusib,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.92,16.37,6.58,0.16,5.43,2.92,3.97,0.7,0.91,0.12,NaN,49.92,16.37,6.58,0.16,5.43,2.92,3.97,0.7,0.91,0.12,NaN,5011,Kuene,0,0,0,0,0,0,0,0,0,0,0,NaN
46.18,12.82,10.32,0.17,7.36,3.76,1.47,1.39,0.91,0.21,15.1,46.18,12.82,10.32,0.17,7.36,3.76,1.47,1.39,0.91,0.21,15.1,5012,Uniab,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.51,23.11,9.425,0.08,0.385,0.995,1.44552711748642,0.18,1.165,0.089902726,19.45,45.9298887056208,22.9605710239565,9.29535983908871,0.105257272730012,0.625105556962515,1.03226665295825,1.53850903916214,0.206024474168652,1.24038298071085,0.157755827237509,19.45,5013,Congo,43,19.7498521434169,9.87304554030129,4.05275,0.045260627273905,0.16555,0.42785,0.621576660519161,0.0774,0.50095,0.03865817218,8.3635
45.025,22.14,10.735,0.125,0.84,1.525,2.565,0.21,1.145,0.26,15.15,45.025,22.14,10.735,0.125,0.84,1.525,2.565,0.21,1.145,0.26,15.15,5014,Dande,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.715,21.565,9.25,0.065,0.625,1.54,2.41,0.075,0.96,0.21,15.35,47.715,21.565,9.25,0.065,0.625,1.54,2.41,0.075,0.96,0.21,15.35,5015,Mebridege,0,0,0,0,0,0,0,0,0,0,0,0
45.49,20.78,8.84,0.065,0.95,1.225,1.595,0.455,0.99,0.24,19.15,45.49,20.78,8.84,0.065,0.95,1.225,1.595,0.455,0.99,0.24,19.15,5016,Cuanza,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.19,19.525,6.645,0.04,2.43,1.195,1.72,0.345,0.77,0.23,21.6,45.19,19.525,6.645,0.04,2.43,1.195,1.72,0.345,0.77,0.23,21.6,5017,Longa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.67,24.42,8.58,0.13,1.015,0.79,1.75,0.18,0.99,0.17,17,44.67,24.42,8.58,0.13,1.015,0.79,1.75,0.18,0.99,0.17,17,5018,Keve,0,0,0,0,0,0,0,0,0,0,0,0
42.01,23.42,8.795,0.175,1.45,1.21,2.11,0.39,1.005,0.55,18.45,42.01,23.42,8.795,0.175,1.45,1.21,2.11,0.39,1.005,0.55,18.45,5019,Quicombo,0,0,0,0,0,0,0,0,0,0,0,0
45.02,22.835,9.155,0.17,1.045,0.805,2.555,0.335,1.245,0.225,16.25,45.02,22.835,9.155,0.17,1.045,0.805,2.555,0.335,1.245,0.225,16.25,5020,Balombo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.89,24.97,8.825,0.135,1.155,1.1,1.645,0.325,0.955,0.24,18.5,41.89,24.97,8.825,0.135,1.155,1.1,1.645,0.325,0.955,0.24,18.5,5021,Catumbela,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.955,22.905,8.28,0.105,1.66,1.675,2.46,0.855,0.99,0.225,15.65,44.955,22.905,8.28,0.105,1.66,1.675,2.46,0.855,0.99,0.225,15.65,5022,Coporolo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.045,20.495,7.72,0.11,1.725,2.265,2.72,1.575,1.035,0.21,15.85,46.045,20.495,7.72,0.11,1.725,2.265,2.72,1.575,1.035,0.21,15.85,5023,Carujamba,0,0,0,0,0,0,0,0,0,0,0,0
47.09,21.07,7.37,0.1,2.075,1.74,2.415,1.155,0.945,0.185,15.55,47.09,21.07,7.37,0.1,2.075,1.74,2.415,1.155,0.945,0.185,15.55,5024,Bentiaba,0,0,0,0,0,0,0,0,0,0,0,0
45.715,22.4,7.3,0.145,1.475,1.69,2.585,0.74,0.875,0.165,16.65,45.715,22.4,7.3,0.145,1.475,1.69,2.585,0.74,0.875,0.165,16.65,5025,Giraul,0,0,0,0,0,0,0,0,0,0,0,0
44.875,22.24,8.455,0.085,2.09,2.165,1.02,0.34,0.595,0.11,17.85,44.875,22.24,8.455,0.085,2.09,2.165,1.02,0.34,0.595,0.11,17.85,5026,Curoca,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60.5,26.3,7.8,0.0815965250491635,0.9,1.7,1.2,0.459926913138246,0.5,0.1309263,14.64,59.4562011688837,25.8378672535681,7.8643407653706,0.0822203052062166,0.901832845292838,1.65999726233742,1.15909237104447,0.459926913138246,0.53999406786292,0.273889192452649,14.64,5028,Niger,40,23.7824804675535,10.3351469014272,3.12,0.0328881220824866,0.36,0.68,0.48,0.183970765255299,0.2,0.05237052,5.856
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03927789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03927789,NaN,5029,Senegal,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011783367,NaN
31.9,2.5,1.6,0.05,31.7,2.5,0.5,0.4,NaN,0.05182105,28.5,31.9,2.5,1.6,0.05,31.7,2.5,0.5,0.4,NaN,0.05182105,28.5,5030,Sous,0,0,0,0,0,0,0,0,0,NaN,0,0
45.36,12.985,6.07,0.065,0.97,1.945,1.615,0.725,0.565,0.256862066674152,19.325,42.188,12.059,5.75,0.064,2.488,2.482,1.575,2.69,0.548,0.299321068417881,30.368,6001,Murray-Darling System,0,0,0,0,0,0,0,0,0,0,0,0
64.05,15.65,5.105,0.235,1.42,1.345,1.61,2.45,0.525,0.135,7.25,64.05,15.65,5.105,0.235,1.42,1.345,1.61,2.45,0.525,0.135,7.25,6002,Waihou,0.16,0.10248,0.02504,0.008168,0.000376,0.002272,0.002152,0.002576,0.00392,0.00084,0.000216,0.0116
68.1,14.1,2.29,0.07,1.82,0.54,2.3,3.7,0.42,0.13,6.6,68.1,14.1,2.29,0.07,1.82,0.54,2.3,3.7,0.42,0.13,6.6,6003,Kaituna,0.04,0.02724,0.00564,0.000916,2.8e-05,0.000728,0.000216,0.00092,0.00148,0.000168,5.2e-05,0.00264
70.9,13.4,3.32,0.06,1.65,0.88,2.4,3.79,0.5,0.08,2.8,70.9,13.4,3.32,0.06,1.65,0.88,2.4,3.79,0.5,0.08,2.8,6004,Whakatane,0.69,0.48921,0.09246,0.022908,0.000414,0.011385,0.006072,0.01656,0.026151,0.00345,0.000552,0.01932
70.8,13.4,3.92,0.05,1.2,1.29,2.52,3.15,0.56,0.11,2.6,70.8,13.4,3.92,0.05,1.2,1.29,2.52,3.15,0.56,0.11,2.6,6005,Motu,3.5,2.478,0.469,0.1372,0.00175,0.042,0.04515,0.0882,0.11025,0.0196,0.00385,0.091
73,11.9,3.51,0.03,1.67,1.2,2.13,2.93,0.51,0.1,3.3,73,11.9,3.51,0.03,1.67,1.2,2.13,2.93,0.51,0.1,3.3,6006,Waiapu,35,25.55,4.165,1.2285,0.0105,0.5845,0.42,0.7455,1.0255,0.1785,0.035,1.155
69.7,12.7,3.62,0.04,2,1.21,2.2,3.71,0.54,0.1,4.2,69.7,12.7,3.62,0.04,2,1.21,2.2,3.71,0.54,0.1,4.2,6007,Wairoa S,0,0,0,0,0,0,0,0,0,0,0,0
74.4,12.1,3,0.04,1.28,1,2.17,3.86,0.47,0.1,1.4,74.4,12.1,3,0.04,1.28,1,2.17,3.86,0.47,0.1,1.4,6008,Ngaruroro,1.3,0.9672,0.1573,0.039,0.00052,0.01664,0.013,0.02821,0.05018,0.00611,0.0013,0.0182
78.6,6.5,1.7,0.03,4.67,0.52,1.41,2.31,0.2,0.07,4.3,78.6,6.5,1.7,0.03,4.67,0.52,1.41,2.31,0.2,0.07,4.3,6009,Porangahau,0.41,0.32226,0.02665,0.00697,0.000123,0.019147,0.002132,0.005781,0.009471,0.00082,0.000287,0.01763
76.1,11,3.63,0.06,0.76,0.99,1.06,1.94,0.41,0.19,1.9,76.1,11,3.63,0.06,0.76,0.99,1.06,1.94,0.41,0.19,1.9,6010,Tiarnattanga,0,0,0,0,0,0,0,0,0,0,0,0
69.8,13.2,4.11,0.06,1.56,1.64,2.35,3.2,0.62,0.12,3.5,69.8,13.2,4.11,0.06,1.56,1.64,2.35,3.2,0.62,0.12,3.5,6011,Wairau,0.84,0.58632,0.11088,0.034524,0.000504,0.013104,0.013776,0.01974,0.02688,0.005208,0.001008,0.0294
70.7,12.8,3.68,0.06,2,1.32,2.42,3.61,0.65,0.15,2.2,70.7,12.8,3.68,0.06,2,1.32,2.42,3.61,0.65,0.15,2.2,6012,Clarence,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69.35,14,4.11,0.05,1.79,1.415,2.415,3.76,0.625,0.17,2.2,69.35,14,4.11,0.05,1.79,1.415,2.415,3.76,0.625,0.17,2.2,6013,Waiau ,0,0,0,0,0,0,0,0,0,0,0,0
72.6,13,3.67,0.05,1.27,1.2,2.57,3.67,0.62,0.12,2.15,72.6,13,3.67,0.05,1.27,1.2,2.57,3.67,0.62,0.12,2.15,6014,Hurunui,0.53,0.38478,0.0689,0.019451,0.000265,0.006731,0.00636,0.013621,0.019451,0.003286,0.000636,0.011395
68,14.6,4.34,0.07,1.86,1.78,2.79,2.63,0.69,0.19,2.81,68,14.6,4.34,0.07,1.86,1.78,2.79,2.63,0.69,0.19,2.81,6015,Rakaia,4.2,2.856,0.6132,0.18228,0.00294,0.07812,0.07476,0.11718,0.11046,0.02898,0.00798,0.11802
68.7,14.1,4.25,0.06,2.23,1.64,2.5,3.59,0.69,0.2,2.5,68.7,14.1,4.25,0.06,2.23,1.64,2.5,3.59,0.69,0.2,2.5,6016,Rangitata,1.6,1.0992,0.2256,0.068,0.00096,0.03568,0.02624,0.04,0.05744,0.01104,0.0032,0.04
73.1,12,3.47,0.06,2.08,1.08,1.87,3.35,0.65,0.14,2.4,73.1,12,3.47,0.06,2.08,1.08,1.87,3.35,0.65,0.14,2.4,6017,Waitaki,0.34,0.24854,0.0408,0.011798,0.000204,0.007072,0.003672,0.006358,0.01139,0.00221,0.000476,0.00816
71.2,12.9,3.74,0.08,1.51,1.06,1.95,3.48,0.6,0.15,3.81,71.2,12.9,3.74,0.08,1.51,1.06,1.95,3.48,0.6,0.15,3.81,6018,Taieri,0.32,0.22784,0.04128,0.011968,0.000256,0.004832,0.003392,0.00624,0.011136,0.00192,0.00048,0.012192
71.7,12.7,3.48,0.07,1.08,1.03,1.37,4.31,0.56,0.17,1.3,71.7,12.7,3.48,0.07,1.08,1.03,1.37,4.31,0.56,0.17,1.3,6019,Clutha,0.39,0.27963,0.04953,0.013572,0.000273,0.004212,0.004017,0.005343,0.016809,0.002184,0.000663,0.00507
75.8,10.5,3.33,0.07,2.34,0.97,1.09,3.39,0.54,0.09,2.4,75.8,10.5,3.33,0.07,2.34,0.97,1.09,3.39,0.54,0.09,2.4,6020,Mataura,0.69,0.52302,0.07245,0.022977,0.000483,0.016146,0.006693,0.007521,0.023391,0.003726,0.000621,0.01656
71.9,13.1,3.92,0.06,1.9,1.32,1.66,4.17,0.78,0.22,1.7,71.9,13.1,3.92,0.06,1.9,1.32,1.66,4.17,0.78,0.22,1.7,6022,Hokitika,6.2,4.4578,0.8122,0.24304,0.00372,0.1178,0.08184,0.10292,0.25854,0.04836,0.01364,0.1054
74.4,10.8,4.02,0.07,1.49,1.61,1.69,2.8,0.65,0.13,2,74.4,10.8,4.02,0.07,1.49,1.61,1.69,2.8,0.65,0.13,2,6023,Grey,2.1,1.5624,0.2268,0.08442,0.00147,0.03129,0.03381,0.03549,0.0588,0.01365,0.00273,0.042
74.5,12.2,3.15,0.04,1.2,1.26,2.57,2.92,0.54,0.12,2.1,74.5,12.2,3.15,0.04,1.2,1.26,2.57,2.92,0.54,0.12,2.1,6024,Buller,2.7,2.0115,0.3294,0.08505,0.00108,0.0324,0.03402,0.06939,0.07884,0.01458,0.00324,0.0567
73.7,12.4,3.02,0.05,1.38,1.06,2.93,3.32,0.55,0.18,1.7,73.7,12.4,3.02,0.05,1.38,1.06,2.93,3.32,0.55,0.18,1.7,6025,Karamea,0.15,0.11055,0.0186,0.00453,7.5e-05,0.00207,0.00159,0.004395,0.00498,0.000825,0.00027,0.00255
71.8,13,3.23,0.05,1.59,1.14,3.35,3.4,0.65,0.31,2.2,71.8,13,3.23,0.05,1.59,1.14,3.35,3.4,0.65,0.31,2.2,6026,Takaka,0.07,0.05026,0.0091,0.002261,3.5e-05,0.001113,0.000798,0.002345,0.00238,0.000455,0.000217,0.00154
70.4,11.5,5.36,0.08,0.96,2.12,2.15,1.7,0.85,0.12,4.4,70.4,11.5,5.36,0.08,0.96,2.12,2.15,1.7,0.85,0.12,4.4,6027,Motueka,0.35,0.2464,0.04025,0.01876,0.00028,0.00336,0.00742,0.007525,0.00595,0.002975,0.00042,0.0154
66.5,13.1,4.45,0.07,2.39,3.4,2.03,3.76,0.63,0.17,3.8,66.5,13.1,4.45,0.07,2.39,3.4,2.03,3.76,0.63,0.17,3.8,6028,Manawatu,3.8,2.527,0.4978,0.1691,0.00266,0.09082,0.1292,0.07714,0.14288,0.02394,0.00646,0.1444
0.8,14.6,4.54,0.07,1.29,1.3,2.45,3.29,0.66,0.16,5.1,0.8,14.6,4.54,0.07,1.29,1.3,2.45,3.29,0.66,0.16,5.1,6029,Wanganui,0,0,0,0,0,0,0,0,0,0,0,0
62,14.5,6.71,0.1,1.78,1.93,2.17,3.21,0.85,0.15,6.6,62,14.5,6.71,0.1,1.78,1.93,2.17,3.21,0.85,0.15,6.6,6030,Patea,0.31,0.1922,0.04495,0.020801,0.00031,0.005518,0.005983,0.006727,0.009951,0.002635,0.000465,0.02046
69.7,12.8,4.74,0.07,2.17,1.53,1.88,3.68,0.74,0.13,2.78,69.7,12.8,4.74,0.07,2.17,1.53,1.88,3.68,0.74,0.13,2.78,6031,Waitara,0.97,0.67609,0.12416,0.045978,0.000679,0.021049,0.014841,0.018236,0.035696,0.007178,0.001261,0.026966
61.2,15.7,6.16,0.1,1.99,1,2.5,3.25,0.81,0.2,4,61.2,15.7,6.16,0.1,1.99,1,2.5,3.25,0.81,0.2,4,6032,Mokau,0.66,0.40392,0.10362,0.040656,0.00066,0.013134,0.0066,0.0165,0.02145,0.005346,0.00132,0.0264
63.7,14.9,5.33,0.1,0.93,1.44,2.23,2.77,0.67,0.130188415,7.8,63.7,14.9,5.33,0.1,0.93,1.44,2.23,2.77,0.67,0.130188415,7.8,6033,Waikato,0.37,0.23569,0.05513,0.019721,0.00037,0.003441,0.005328,0.008251,0.010249,0.002479,0.0004816971355,0.02886
67,15.8,3.7,0.08,4,1.18,1.54,4.91,0.43,0.1,1.45,67,15.8,3.7,0.08,4,1.18,1.54,4.91,0.43,0.1,1.45,6034,Wairoa ,0,0,0,0,0,0,0,0,0,0,0,0
63.8,14,7.5,0.18,3.16,2.14,1.11,2.05,0.9,0.12,3.4,65.5333333333333,12.9333333333333,7.39,0.16,3.31,2.24666666666667,1.17666666666667,2.58666666666667,1.04333333333333,0.123333333333333,3.86666666666667,6035,Waiau South,0,0,0,0,0,0,0,0,0,0,0,0
18.0254535885966,14.3331885815993,9.75564682392738,NaN,7.83362022719991,5.32199358744751,0.499706413442438,2.92326782654878,NaN,NaN,NaN,15.0212113238305,11.2915059489732,8.30609272081815,NaN,6.46661298221214,4.58663993526091,0.520547138036998,2.39016579340762,NaN,NaN,NaN,6036,Cleddau,0,0,0,0,NaN,0,0,0,0,NaN,NaN,NaN
58.0371211002933,13.9020139215608,5.11427662120603,0.0599852477284084,6.33550027214178,3.44954530077806,3.15498147918381,0.49996158289266,0.665012410176345,0.210118211543441,14.43,58.0371211002933,13.9020139215608,5.11427662120603,0.0599852477284084,6.33550027214178,3.44954530077806,3.15498147918381,0.49996158289266,0.665012410176345,0.210118211543441,14.43,8001,Mackenzie,0,0,0,0,0,0,0,0,0,0,0,0
NaN,19.1,13.3,0.15,2.735,5.745,3.25,1.59,1.45,NaN,9.05,NaN,19.1,13.3,0.15,2.735,5.745,3.25,1.59,1.45,NaN,8.85,8006,Zackenbergelven,0,NaN,0,0,0,0,0,0,0,0,NaN,0
47.6710330117941,12.6639345036665,10.1272030344579,0.130026586369547,4.4905491946982,2.82968181004119,2.33994702143114,1.93015635088703,1.19998398686923,0.07855578,14.96,47.6710330117941,12.6639345036665,10.1272030344579,0.130026586369547,4.4905491946982,2.82968181004119,2.33994702143114,1.93015635088703,1.19998398686923,0.198204166604526,14.96,8007,St Lawrence,0,0,0,0,0,0,0,0,0,0,0,0
53.1021159980233,13.8941636388028,5.91836530446805,0.0398989227290863,5.84076417970592,2.8195663277151,2.61989743985101,0.379992370497279,0.69006585400028,0.180101324180092,14.23,53.1021159980233,13.8941636388028,5.91836530446805,0.0398989227290863,5.84076417970592,2.8195663277151,2.61989743985101,0.379992370497279,0.69006585400028,0.180101324180092,14.23,8008,Red Arctic,0,0,0,0,0,0,0,0,0,0,0,0
62.9457533496349,12.5137222225371,5.28856945554471,0.0499704954568168,2.66027331709344,2.31976200425845,2.26995941682618,0.549971220868712,0.759956497661416,0.2499879703314,10.23,62.9457533496349,12.5137222225371,5.28856945554471,0.0499704954568168,2.66027331709344,2.31976200425845,2.26995941682618,0.549971220868712,0.759956497661416,0.2499879703314,10.23,8009,Peel,0,0,0,0,0,0,0,0,0,0,0,0
NaN,13.495,5.11,0.1475,1.9,2.035,2.615,2.14,0.639,NaN,NaN,NaN,13.495,5.11,0.1475,1.9,2.035,2.615,2.14,0.639,NaN,NaN,8011,Lena,20,NaN,2.699,1.022,0.0295,0.38,0.407,0.523,0.428,0.1278,NaN,NaN
NaN,8.17,15.17,0.27,1.97,1.18,1.08,0.53,0.39,1.21,NaN,NaN,8.17,15.17,0.27,1.97,1.18,1.08,0.53,0.39,1.21,NaN,8012,Ob,0,NaN,0,0,0,0,0,0,0,0,0,NaN
48.5553,8.8783,6.721,0.5656,2.288,1.935,1.09655,0.93,0.5626,0.66439,NaN,48.5553,8.8783,6.721,0.5656,2.288,1.935,1.09655,0.93,0.5626,0.66439,NaN,8013,Yenisey,0,0,0,0,0,0,0,0,0,0,0,NaN
NaN,12.98,5.43,0.097,0.75,1.37,2.62,2.1,0.734,NaN,NaN,NaN,12.98,5.43,0.097,0.75,1.37,2.62,2.1,0.734,NaN,NaN,8014,Yana,3,NaN,0.3894,0.1629,0.00291,0.0225,0.0411,0.0786,0.063,0.02202,NaN,NaN
NaN,13.07,8.75,0.156,4.33,4.21,1.26,1.35,0.929,NaN,NaN,NaN,13.07,8.75,0.156,4.33,4.21,1.26,1.35,0.929,NaN,NaN,8015,Khatanga,1.7,NaN,0.22219,0.14875,0.002652,0.07361,0.07157,0.02142,0.02295,0.015793,NaN,NaN
67.481415,12.5455,5.573425,0.235123375,3.19317,2.0325,2.16432,1.127925,0.6880695,0.286375,NaN,65.31746,13.0221666666667,5.46855833333333,0.243299708333333,3.19317,2.0325,2.13632,1.127925,0.6783695,0.282556666666667,NaN,8016,Srednyaya Dvina,0,0,0,0,0,0,0,0,0,0,0,NaN
NaN,9.74664343368683,8.32894709584817,0.207018200944621,0.97795838905653,0.895844774016613,1.46188512580827,1.08110679070203,2.98206562532625,0.78605007201083,NaN,NaN,7.61215611921831,9.08109374193487,0.261615657965413,1.10764785850444,1.06046250853883,1.20509301362186,1.01240460258912,2.46502102436957,0.932169784148922,NaN,8018,Pur,0,NaN,0,0,0,0,0,0,0,0,0,NaN
