SiO2_mean,Al2O3_mean,Fe2O3_mean,MnO_mean,CaO_mean,MgO_mean,K2O_mean,Na2O_mean,TiO2_mean,P2O5_mean,LOI_mean,SiO2_med,Al2O3_med,Fe2O3_med,MnO_med,CaO_med,MgO_med,K2O_med,Na2O_med,TiO2_med,P2O5_med,LOI_med,SiO2_SD,Al2O3_SD,Fe2O3_SD,MnO_SD,CaO_SD,MgO_SD,K2O_SD,Na2O_SD,TiO2_SD,P2O5_SD,LOI_SD,SiO2_ER,Al2O3_ER,Fe2O3_ER,MnO_ER,CaO_ER,MgO_ER,K2O_ER,Na2O_ER,TiO2_ER,P2O5_ER,SiO2_wgtSed,Al2O3_wgtSed,Fe2O3_wgtSed,MnO_wgtSed,CaO_wgtSed,MgO_wgtSed,K2O_wgtSed,Na2O_wgtSed,TiO2_wgtSed,P2O5_wgtSed,LOI_wgtSed
57.6682679341794,14.2189964072546,6.53601553771747,0.134703221905131,3.15170949611703,1.91203376121838,1.96603041326909,1.6906642484262,0.77948213707848,0.257170042605861,9.76628124190853,58.6723443486744,13.6608150008219,5.77,0.1,1.995,1.65,1.95,1.37492805217178,0.670024720270622,0.15,9.64605042016807,15.0080655217164,4.58270977265768,3.442922199608,0.140574675450382,3.705568012596,1.20025714639257,0.867518366483766,1.21487426026495,0.48691213193121,0.322565897758075,8.44676068373455,8.68353955315344,5.32301553908441,1.88268277448276,1.14541566956859,3.11520375406394,1.24578371160216,1.29506944135012,1.17166252867007,1.26656257989043,1.25035727502219,46.9017166480634,13.476581751884,4.54954889909931,0.0793688153415998,2.10097173220293,1.51356685213148,1.96585640746597,0.791389825760681,0.584627154986964,0.0983759221275976,7.05239657016666
